,country_code,image.id,image.template_id,lender_id,loan_id,name,uid,whereabouts
0,DE,726677.0,1.0,ingo2254,1534067,Ingo,ingo2254,
1,US,747052.0,1.0,jody3170,1534067,jody,jody3170,martinez CA
2,US,726677.0,1.0,will8174,1534067,Will,will8174,Houston TX
3,US,2576840.0,1.0,roymichele6866,1534067,Roy & Michele,roymichele6866,Arlington TX
4,,1821438.0,1.0,dennis5507,1534061,Dennis,dennis5507,
5,CN,1521192.0,1.0,elaine6694,1534061,Elaine,elaine6694,Shanghai
6,,726677.0,1.0,vivien4394,1534061,Vivien,vivien4394,
7,US,726677.0,1.0,will8174,1534061,Will,will8174,Houston TX
8,,2463910.0,1.0,bobbibrown7459,1534061,Bobbi Brown Cosmetics,bobbibrown7459,
9,US,907254.0,1.0,andy9308,1534061,Andy,andy9308,Twin Cities MN
10,AU,726677.0,1.0,simone2073,1534041,Simone,simone2073,Brisbane Qld
11,,726677.0,1.0,dane6100,1534041,Dane,dane6100,
12,US,726677.0,1.0,will8174,1534041,Will,will8174,Houston TX
13,AT,1426393.0,1.0,roland5687,1534041,Roland,roland5687,
14,AU,2720296.0,1.0,allan7031,1534037,Allan,allan7031,Sydney NSW
15,,726677.0,1.0,dane6100,1534037,Dane,dane6100,
16,US,726677.0,1.0,will8174,1534037,Will,will8174,Houston TX
17,AT,1426393.0,1.0,roland5687,1534037,Roland,roland5687,
18,AU,726677.0,1.0,simone2073,1534044,Simone,simone2073,Brisbane Qld
19,,726677.0,1.0,dane6100,1534044,Dane,dane6100,
20,US,726677.0,1.0,will8174,1534044,Will,will8174,Houston TX
21,AT,1426393.0,1.0,roland5687,1534044,Roland,roland5687,
22,US,726677.0,1.0,will8174,1534056,Will,will8174,Houston TX
23,,2463910.0,1.0,bobbibrown7459,1534056,Bobbi Brown Cosmetics,bobbibrown7459,
24,,726677.0,1.0,vivien4394,1534056,Vivien,vivien4394,
25,QA,726677.0,1.0,saleh6971,1535829,Saleh,saleh6971,Doha Ad Dawhah
26,,726677.0,1.0,anonymoussupporter9222,1533683,Anonymous Supporter,anonymoussupporter9222,
27,,726677.0,1.0,,1533683,Anonymous,,
28,US,727437.0,1.0,stacey9092,1533761,Stacey,stacey9092,Shelton Wasington
29,US,726677.0,1.0,foundationfordreamers,1533761,Foundation for Dreamers,foundationfordreamers,Austin TX
30,US,581038.0,1.0,robert2288,1533320,Robert,robert2288,San Francisco CA
31,US,634824.0,1.0,aaron83574977,1533320,Aaron,aaron83574977,San Francisco Bay Area CA
32,,726677.0,1.0,,1533320,Anonymous,,
33,US,946406.0,1.0,P2PScottBanister,1533320,Poverty2Prosperity.org Scott Banister,p2pscottbanister,San Francisco CA
34,,726677.0,1.0,,1533741,Anonymous,,
35,US,1085947.0,1.0,betina3632,1533741,Betina,betina3632,Islandia NY
36,,726677.0,1.0,,1533741,Anonymous,,
37,,2799177.0,1.0,micah6214,1533741,Micah,micah6214,
38,,726677.0,1.0,,1533741,Anonymous,,
39,NZ,1381724.0,1.0,scottnz,1533741,Scott,scottnz,Christchurch Canterbury
40,MY,726677.0,1.0,preetha6548,1533741,Preetha,preetha6548,
41,US,2800901.0,1.0,themissionbeltco,1533741,Mission Belt Co,themissionbeltco,Orem Utah
42,US,581038.0,1.0,robert2288,1533741,Robert,robert2288,San Francisco CA
43,US,726677.0,1.0,will8174,1533741,Will,will8174,Houston TX
44,,726677.0,1.0,allison9745,1533741,Allison,allison9745,Brooklyn NY
45,AU,2777291.0,1.0,samuel6127,1533700,Samuel,samuel6127,Melbourne Victoria
46,,2587633.0,1.0,lisa7710,1533700,Lisa,lisa7710,
47,US,1639691.0,1.0,anthony98533733,1533700,Anthony,anthony98533733,Detroit MI
48,,726677.0,1.0,neven5819,1533700,Neven,neven5819,
49,US,2800901.0,1.0,themissionbeltco,1533700,Mission Belt Co,themissionbeltco,Orem Utah
50,US,726677.0,1.0,martin1578,1533700,Martin,martin1578,Syosset NY
51,,2393178.0,1.0,jacqui2943,1533702,Jacqui,jacqui2943,
52,US,726677.0,1.0,sarah1267,1533706,Sarah,sarah1267,Austin TX
53,,726677.0,1.0,,1533706,Anonymous,,
54,US,1116792.0,1.0,gene1980,1533706,Gene,gene1980,Glen Allen VA
55,US,2385.0,1.0,johnmichael6823,1533706,John-Michael,johnmichael6823,New York NY
56,US,158388.0,1.0,june7708,1533706,June,june7708,Woodside CA
57,NL,326956.0,1.0,tom8330,1533706,Tom,tom8330,Zeist Utrecht
58,US,1419628.0,1.0,sharon4317,1533706,Sharon,sharon4317,Santa Rosa CA
59,,726677.0,1.0,devon7333,1533706,Devon,devon7333,
60,US,726677.0,1.0,katherine3825,1533706,katherine,katherine3825,Gilroy CA
61,,726677.0,1.0,dustin6717,1533706,Dustin,dustin6717,
62,,726677.0,1.0,jaehoon2249,1533706,jaehoon,jaehoon2249,
63,US,221066.0,1.0,k3530,1533706,kms,k3530,Folsom CA
64,,726677.0,1.0,anonymoussupporter8039,1533706,Anonymous Supporter,anonymoussupporter8039,
65,US,1797701.0,1.0,karen1796,1533706,Karen,karen1796,Rancho Santa Margarita CA
66,DE,2446180.0,1.0,gabriela39217820,1533647,Gabriela,gabriela39217820,Ahrweiler
67,DE,841222.0,1.0,peter1394,1533647,peter,peter1394,dortmund
68,,726677.0,1.0,shaun3685,1533647,Shaun,shaun3685,
69,,2587633.0,1.0,lisa7710,1533647,Lisa,lisa7710,
70,AU,2541559.0,1.0,matt1609,1533647,Matt,matt1609,Happy Valley South Australia
71,,726677.0,1.0,lecki1618,1533647,Lecki,lecki1618,
72,,726677.0,1.0,hayley6704,1533696,Hayley,hayley6704,
73,,726677.0,1.0,alexa1213,1533696,Alexa,alexa1213,
74,US,895587.0,1.0,joann2302,1533696,JoAnn,joann2302,Anchorage AK
75,HR,1214457.0,1.0,radomir8295,1533696,Radomir,radomir8295,Rijeka
76,GB,2225091.0,1.0,mobilez,1533696,★ mobilez ★,mobilez,
77,US,76689.0,1.0,impact5673,1533696,IMPACT Incorporated !,impact5673,
78,GB,803985.0,1.0,isaac5105,1533696,Isaac,isaac5105,London
79,US,2281009.0,1.0,carmeljuan,1533696,John,carmeljuan,Carmel Valley California
80,,726677.0,1.0,neven5819,1533696,Neven,neven5819,
81,,726677.0,1.0,,1533696,Anonymous,,
82,SE,726677.0,1.0,johan9467,1533666,Johan,johan9467,
83,DE,982288.0,1.0,markus2619,1533666,Markus Spring,markus2619,Bad Reichenhall Bavaria
84,AU,1106140.0,1.0,benton,1533666,Benton and Naomi,benton,Queensland
85,US,2423750.0,1.0,sue2192,1533666,Sue,sue2192,
86,DE,841222.0,1.0,peter1394,1533666,peter,peter1394,dortmund
87,,726677.0,1.0,,1533666,Anonymous,,
88,US,1287847.0,1.0,adriana9419,1533666,Adriana,adriana9419,Denver Colorado
89,,726677.0,1.0,,1533666,Anonymous,,
90,CA,1169646.0,1.0,hana1292,1533663,Hana,hana1292,Ottawa Ontario
91,,726677.0,1.0,ingrid9831,1533663,Ingrid,ingrid9831,
92,,726677.0,1.0,shirley5652,1533663,Shirley,shirley5652,
93,AU,726677.0,1.0,richard7953,1533663,Richard,richard7953,
94,US,2580768.0,1.0,reveleesabeth6944,1533663,Rev. EM,reveleesabeth6944,Oakland CA
95,,726677.0,1.0,nacho7452,1533663,Nacho,nacho7452,
96,,726677.0,1.0,pascal6269,1533663,Pascal,pascal6269,
97,US,726677.0,1.0,ann34134469,1533663,Ann,ann34134469,Glendale AZ
98,US,2459529.0,1.0,saraheb,1533663,Sarah,saraheb,
99,US,726677.0,1.0,jon74232050,1533663,Jon,jon74232050,
100,US,1308721.0,1.0,alex36661,1533663,P. Alexander,alex36661,
101,,1382228.0,1.0,stephanie7989,1533663,Stephanie,stephanie7989,
102,BR,1684100.0,1.0,beatriz1990,1533663,Beatriz,beatriz1990,São Paulo
103,,726677.0,1.0,robert8396,1533663,Robert,robert8396,
104,CH,182498.0,1.0,tom5360,1533663,Leeners Family,tom5360,Uster
105,SE,510767.0,1.0,henrik3902,1533663,Henrik,henrik3902,Märsta
106,,1394089.0,1.0,jenny3234,1533663,Jenny,jenny3234,Scotland
107,US,726677.0,1.0,david17683861,1533663,David,david17683861,Anaheim Hills CA
108,US,726677.0,1.0,michael21937592,1533663,Michael,michael21937592,Annapolis MD
109,,726677.0,1.0,yancy1524,1533663,YANCY,yancy1524,
110,,726677.0,1.0,jason4082,1533663,Jason,jason4082,
111,,1271257.0,1.0,matthew66531468,1533663,Matthew,matthew66531468,
112,,726677.0,1.0,,1533663,Anonymous,,
113,AU,726677.0,1.0,simone2073,1533663,Simone,simone2073,Brisbane Qld
114,US,233281.0,1.0,adam3629,1533663,Adam,adam3629,Honolulu HI
115,US,1638786.0,1.0,stephenandmimi1481,1533663,Stephen and Mimi,stephenandmimi1481,Cascadia Region WA
116,GB,726677.0,1.0,steven6920,1533663,Steven,steven6920,London
117,IT,505603.0,1.0,marco4420,1533663,Marco,marco4420,Jesi Marche
118,GB,726677.0,1.0,jack4467,1533663,Jack,jack4467,Canterbury Kent
119,,726677.0,1.0,shaun3685,1533663,Shaun,shaun3685,
120,JP,2859400.0,1.0,kento5197,1533663,Kento,kento5197,
121,,726677.0,1.0,collene7325,1533663,Collene,collene7325,
122,AU,2222207.0,1.0,melissa82437688,1533663,Melissa,melissa82437688,
123,,1545581.0,1.0,cristina6544,1533663,Cristina,cristina6544,
124,US,2786691.0,1.0,tim4327,1533663,Tim,tim4327,Brooklyn NY
125,US,108315.0,1.0,billandkimberly4731,1533663,Bill & Kimberly,billandkimberly4731,Charlotte North Carolina
126,AT,1426393.0,1.0,roland5687,1533663,Roland,roland5687,
127,AU,1403617.0,1.0,elwin9083,1533663,Elwin,elwin9083,
128,,726677.0,1.0,jeanette1834,1533663,Jeanette,jeanette1834,
129,,726677.0,1.0,amanda6863,1533663,amanda,amanda6863,
130,,1139080.0,1.0,martin41549955,1533663,Martin,martin41549955,
131,US,726677.0,1.0,martin1578,1533656,Martin,martin1578,Syosset NY
132,US,2800901.0,1.0,themissionbeltco,1533656,Mission Belt Co,themissionbeltco,Orem Utah
133,,2622394.0,1.0,deborah36634389,1533656,Deborah,deborah36634389,
134,,2786754.0,1.0,anika9073,1533644,Anika,anika9073,
135,,726677.0,1.0,,1533644,Anonymous,,
136,CA,2446094.0,1.0,bonnie1296,1533644,Bonnie,bonnie1296,
137,US,1296325.0,1.0,philip4320,1533644,Philip,philip4320,Iowa
138,US,532108.0,1.0,UUCCH,1533644,Social Justice at UUCCH,uucch,Cherry Hill NJ
139,DE,726677.0,1.0,dieter1620,1533644,Dieter,dieter1620,
140,,726677.0,1.0,ann8808,1533644,Ann,ann8808,
141,,726677.0,1.0,anonymoussupporter8039,1533644,Anonymous Supporter,anonymoussupporter8039,
142,US,76689.0,1.0,impact5673,1533644,IMPACT Incorporated !,impact5673,
143,US,82274.0,1.0,gary8205,1533533,Gary,gary8205,Catasauqua PA
144,,726677.0,1.0,carolyn5325,1533533,Carolyn,carolyn5325,
145,CA,1121644.0,1.0,keith5598,1533533,Keith,keith5598,Calgary Alberta
146,US,726677.0,1.0,daniel6723,1533533,Daniel,daniel6723,Orange CA
147,GB,726677.0,1.0,oliver6471,1533533,Oliver,oliver6471,Reading Berkshire
148,US,604854.0,1.0,steve5979,1533533,Steve,steve5979,Kimberling City MO
149,US,726677.0,1.0,jonathan62706414,1533533,Jonathan,jonathan62706414,CA
150,CA,1940638.0,1.0,ben47669442,1533533,Ben,ben47669442,Listowel ON
151,US,1509646.0,1.0,nms,1533533,NMS,nms,Minneapolis MN
152,,726677.0,1.0,,1533533,Anonymous,,
153,US,634824.0,1.0,aaron83574977,1533533,Aaron,aaron83574977,San Francisco Bay Area CA
154,GB,1426413.0,1.0,nicholasluder,1533533,Nicholas,nicholasluder,London
155,,726677.0,1.0,,1533533,Anonymous,,
156,,726677.0,1.0,neven5819,1533533,Neven,neven5819,
157,US,726677.0,1.0,james8747,1533539,james,james8747,fenton MO
158,,726677.0,1.0,,1533539,Anonymous,,
159,CA,726677.0,1.0,brendan2213,1533539,Brendan,brendan2213,Simcoe Ontario
160,US,375461.0,1.0,cynthia89612554,1533539,Cynthia,cynthia89612554,Mt. Prospect IL
161,AT,726677.0,1.0,christoph2157,1533539,Christoph,christoph2157,Bregenz
162,US,2800901.0,1.0,themissionbeltco,1533539,Mission Belt Co,themissionbeltco,Orem Utah
163,US,1509646.0,1.0,nms,1533539,NMS,nms,Minneapolis MN
164,,726677.0,1.0,lecki1618,1533539,Lecki,lecki1618,
165,DE,726677.0,1.0,maria4235,1533637,Maria,maria4235,Bonn
166,,726677.0,1.0,ann8808,1533636,Ann,ann8808,
167,US,2115254.0,1.0,wick,1533636,Pam,wick,Avon Park FL
168,GB,1716569.0,1.0,liz60647496,1533636,Liz,liz60647496,London
169,US,1638786.0,1.0,stephenandmimi1481,1533636,Stephen and Mimi,stephenandmimi1481,Cascadia Region WA
170,GB,726677.0,1.0,steven6920,1533636,Steven,steven6920,London
171,US,1509646.0,1.0,nms,1533636,NMS,nms,Minneapolis MN
172,GB,415614.0,1.0,francis9061,1533636,Francis,francis9061,london London
173,NL,1166418.0,1.0,robertgetreuer,1533636,Robert,robertgetreuer,Tuk
174,NL,326956.0,1.0,tom8330,1533636,Tom,tom8330,Zeist Utrecht
175,AU,726677.0,1.0,adonicus,1533636,Adonicus,adonicus,
176,,726677.0,1.0,anonymoussupporter4391,1533636,Anonymous Supporter,anonymoussupporter4391,
177,,2423923.0,1.0,limarie9129,1533636,Limarie,limarie9129,
178,IE,2650218.0,1.0,mark45217622,1533640,Mark,mark45217622,
179,,726677.0,1.0,stephen4364,1533640,Stephen,stephen4364,
180,AU,1349246.0,1.0,jan9907,1533640,Jan,jan9907,Melbourne Victoria
181,,726677.0,1.0,devon7333,1533640,Devon,devon7333,
182,,726677.0,1.0,alexander3666,1533640,Alexander,alexander3666,
183,,726677.0,1.0,anonymoussupporter4391,1533640,Anonymous Supporter,anonymoussupporter4391,
184,CA,726677.0,1.0,deanna2160,1533640,deanna,deanna2160,Thornhill Ontario
185,US,1509646.0,1.0,nms,1533640,NMS,nms,Minneapolis MN
186,US,720534.0,1.0,xveganx,1533640,Austin,xveganx,Cardiff-by-the-Sea California
187,US,1234095.0,1.0,marilynn2420,1533562,Marilynn,marilynn2420,Colorado
188,,726677.0,1.0,,1533562,Anonymous,,
189,US,581038.0,1.0,robert2288,1533562,Robert,robert2288,San Francisco CA
190,CA,726677.0,1.0,deanna2160,1533562,deanna,deanna2160,Thornhill Ontario
191,,726677.0,1.0,anonymoussupporter4391,1533562,Anonymous Supporter,anonymoussupporter4391,
192,DE,2399215.0,1.0,sebastian65151942,1533562,Sebastian,sebastian65151942,
193,US,1509646.0,1.0,nms,1533562,NMS,nms,Minneapolis MN
194,US,720534.0,1.0,xveganx,1533562,Austin,xveganx,Cardiff-by-the-Sea California
195,US,726677.0,1.0,kelly9873,1533632,Kelly,kelly9873,Centreville VA
196,GB,726677.0,1.0,sonia6192,1533632,Sonia,sonia6192,
197,US,1509646.0,1.0,nms,1533632,NMS,nms,Minneapolis MN
198,,726677.0,1.0,anonymoussupporter4391,1533632,Anonymous Supporter,anonymoussupporter4391,
199,,726677.0,1.0,,1533632,Anonymous,,
200,US,1509646.0,1.0,nms,1533631,NMS,nms,Minneapolis MN
201,US,726677.0,1.0,sarabjit8247,1533631,Sarabjit,sarabjit8247,WEST CHESTER PENNSYLVANIA
202,GB,1746623.0,1.0,tony001,1533631,Anthony,tony001,Plymouth
203,US,726677.0,1.0,JY1024,1533631,Johnny,jy1024,Cantabrigia
204,MX,1446075.0,1.0,gerardo9849,1533631,Gerardo,gerardo9849,Monterrey NL
205,,726677.0,1.0,anon23456,1533631,.,anon23456,
206,US,156339.0,1.0,mike001,1533631,Mike,mike001,Phoenix AZ
207,,2473221.0,1.0,janet4068,1533631,j,janet4068,
208,US,2663693.0,1.0,waltraud6139,1533626,Waltraud,waltraud6139,
209,,726677.0,1.0,linsay5366,1533626,linsay,linsay5366,
210,,1971614.0,1.0,perarne5529,1533626,Per Arne,perarne5529,
211,CA,167898.0,1.0,vitalimagery,1533626,Vital Imagery Ltd.,vitalimagery,Brussels Ontario
212,,726677.0,1.0,,1533626,Anonymous,,
213,US,537735.0,1.0,jeremyporter,1533626,Jeremy,jeremyporter,Chicago IL
214,CA,726677.0,1.0,thesocietyofthetinst8535,1533626,The Society of the Tin Star,thesocietyofthetinst8535,Roblin Manitoba
215,,726677.0,1.0,jim9338,1533626,Jim,jim9338,
216,,726677.0,1.0,wilma7060,1533626,Wilma,wilma7060,
217,GB,726677.0,1.0,steven6920,1533626,Steven,steven6920,London
218,GB,961699.0,1.0,acardwelluk,1533626,Andrew Cardwell,acardwelluk,Littleport CAMBS
219,AU,1093567.0,1.0,tomandling8912,1533626,Tom,tomandling8912,sydney New South Wales
220,,726677.0,1.0,,1533626,Anonymous,,
221,,726677.0,1.0,,1533626,Anonymous,,
222,,726677.0,1.0,shaun3685,1533626,Shaun,shaun3685,
223,US,2096001.0,1.0,rael1656,1533626,Rael,rael1656,
224,SE,251899.0,1.0,gorank5052,1533626,Göran K,gorank5052,Malmö
225,NL,326956.0,1.0,tom8330,1533626,Tom,tom8330,Zeist Utrecht
226,GB,803985.0,1.0,isaac5105,1533626,Isaac,isaac5105,London
227,,2587633.0,1.0,lisa7710,1533626,Lisa,lisa7710,
228,AU,2541559.0,1.0,matt1609,1533626,Matt,matt1609,Happy Valley South Australia
229,,726677.0,1.0,leif4385,1533626,Leif,leif4385,
230,,726677.0,1.0,lecki1618,1533626,Lecki,lecki1618,
231,US,1509646.0,1.0,nms,1533626,NMS,nms,Minneapolis MN
232,,726677.0,1.0,,1533626,Anonymous,,
233,,726677.0,1.0,,1533626,Anonymous,,
234,,726677.0,1.0,anonymoussupporter4391,1533622,Anonymous Supporter,anonymoussupporter4391,
235,,726677.0,1.0,,1533622,Anonymous,,
236,US,2800901.0,1.0,themissionbeltco,1533620,Mission Belt Co,themissionbeltco,Orem Utah
237,US,726677.0,1.0,martin1578,1533620,Martin,martin1578,Syosset NY
238,US,726677.0,1.0,will8174,1533613,Will,will8174,Houston TX
239,US,2800901.0,1.0,themissionbeltco,1533613,Mission Belt Co,themissionbeltco,Orem Utah
240,,726677.0,1.0,zulki2623,1533613,Zulki,zulki2623,
241,,2419673.0,1.0,william75888156,1533599,William,william75888156,
242,,726677.0,1.0,arielle7656,1533599,Arielle,arielle7656,
243,US,76689.0,1.0,impact5673,1533599,IMPACT Incorporated !,impact5673,
244,US,726677.0,1.0,phil3165,1533599,Phil,phil3165,Washington DC
245,US,2800901.0,1.0,themissionbeltco,1533599,Mission Belt Co,themissionbeltco,Orem Utah
246,US,634824.0,1.0,aaron83574977,1533599,Aaron,aaron83574977,San Francisco Bay Area CA
247,NL,326956.0,1.0,tom8330,1533599,Tom,tom8330,Zeist Utrecht
248,GB,2136985.0,1.0,vrdsolution,1533599,VRD Solution,vrdsolution,Welwyn Garden City Hertfordshire
249,GB,1426413.0,1.0,nicholasluder,1533599,Nicholas,nicholasluder,London
250,,726677.0,1.0,anonymoussupporter9222,1533599,Anonymous Supporter,anonymoussupporter9222,
251,,726677.0,1.0,,1533599,Anonymous,,
252,US,2800901.0,1.0,themissionbeltco,1533602,Mission Belt Co,themissionbeltco,Orem Utah
253,,726677.0,1.0,,1533602,Anonymous,,
254,US,726677.0,1.0,will8174,1533602,Will,will8174,Houston TX
255,US,726677.0,1.0,steve9861,1533602,Steve,steve9861,Louisville Kentucky
256,,726677.0,1.0,joan6302,1533580,Joan,joan6302,
257,CA,1309102.0,1.0,jim86422005,1533580,Jim,jim86422005,
258,US,726677.0,1.0,will8174,1533580,Will,will8174,Houston TX
259,JP,331057.0,1.0,youhei5601,1533580,youhei,youhei5601,kodaiji kyoto
260,,726677.0,1.0,mati3286,1533585,Mati,mati3286,
261,,726677.0,1.0,,1533585,Anonymous,,
262,US,604854.0,1.0,steve5979,1533585,Steve,steve5979,Kimberling City MO
263,,726677.0,1.0,linda94537853,1533585,Linda,linda94537853,
264,,726677.0,1.0,samer3622,1533585,Samer,samer3622,
265,,726677.0,1.0,,1533585,Anonymous,,
266,CA,367197.0,1.0,dylan5803,1533585,Dylan Ferreira,dylan5803,Vancouver British Columbia
267,,726677.0,1.0,neven5819,1533585,Neven,neven5819,
268,CA,419047.0,1.0,darrell1317,1533585,Darrell,darrell1317,Vancouver British Columbia
269,US,1509646.0,1.0,nms,1533585,NMS,nms,Minneapolis MN
270,CA,121113.0,1.0,john2899,1533585,John,john2899,Regina Saskatchewan
271,GB,1426413.0,1.0,nicholasluder,1533585,Nicholas,nicholasluder,London
272,NO,543455.0,1.0,trolltech4460,1533585,Trolltech Foundation,trolltech4460,Oslo
273,CA,84336.0,1.0,Snak,1533585,Snak,snak,Markham Ontario
274,US,720534.0,1.0,xveganx,1533585,Austin,xveganx,Cardiff-by-the-Sea California
275,US,634824.0,1.0,aaron83574977,1533585,Aaron,aaron83574977,San Francisco Bay Area CA
276,,726677.0,1.0,,1533585,Anonymous,,
277,US,1573542.0,1.0,p2pcassandrejade,1533585,Poverty2Prosperity,p2pcassandrejade,Bay Area CA
278,US,2800901.0,1.0,themissionbeltco,1533591,Mission Belt Co,themissionbeltco,Orem Utah
279,CA,400395.0,1.0,anne4461,1533591,Anne,anne4461,Fort Frances Ontario
280,,726677.0,1.0,melanie20556390,1533588,Melanie,melanie20556390,
281,CA,1323101.0,1.0,davefay7107,1533588,Dave & Fay,davefay7107,Calgary Alberta
282,US,726677.0,1.0,will8174,1533588,Will,will8174,Houston TX
283,US,581038.0,1.0,robert2288,1533588,Robert,robert2288,San Francisco CA
284,NL,1166418.0,1.0,robertgetreuer,1533588,Robert,robertgetreuer,Tuk
285,AU,2703920.0,1.0,otisb,1533588,Otis,otisb,Sydney NSW
286,CA,80087.0,1.0,veronica5306,1533588,Veronica&Jim,veronica5306,Courtice Ontario
287,US,158402.0,1.0,roger,1533588,roger,roger,SAN CARLOS CA
288,US,2800901.0,1.0,themissionbeltco,1533579,Mission Belt Co,themissionbeltco,Orem Utah
289,,726677.0,1.0,alaqsa,1533579,Al AQSA,alaqsa,
290,,726677.0,1.0,michael7697,1533586,Michael,michael7697,
291,US,61228.0,1.0,timothy6630,1533586,Timothy,timothy6630,Charlotte NC
292,AU,191996.0,1.0,ken7190,1533586,KenW,ken7190,Adelaide SA
293,,726677.0,1.0,,1533586,Anonymous,,
294,US,2800901.0,1.0,themissionbeltco,1533586,Mission Belt Co,themissionbeltco,Orem Utah
295,DE,2134388.0,1.0,michaschmitz,1533586,Michael,michaschmitz,Bonn
296,,1291527.0,1.0,garey,1533575,Garey,garey,
297,,1101493.0,1.0,jean6554,1533575,Jean,jean6554,
298,,726677.0,1.0,,1533575,Anonymous,,
299,US,419269.0,1.0,chriswang,1533575,Chris,chriswang,Berkeley Heights NJ
300,,726677.0,1.0,,1533575,Anonymous,,
301,,726677.0,1.0,,1533575,Anonymous,,
302,NZ,1381724.0,1.0,scottnz,1533575,Scott,scottnz,Christchurch Canterbury
303,,726677.0,1.0,mariana27434312,1533575,Mariana,mariana27434312,
304,US,726677.0,1.0,martin1578,1533575,Martin,martin1578,Syosset NY
305,US,726677.0,1.0,carrie7682,1533575,Carrie,carrie7682,Boulder CO
306,US,531790.0,1.0,barry1011,1533575,Maureen & Barry,barry1011,Bath Maine
307,US,581038.0,1.0,robert2288,1533575,Robert,robert2288,San Francisco CA
308,,726677.0,1.0,tomanddeirdre7255,1533575,Tom and Deirdre,tomanddeirdre7255,
309,US,634824.0,1.0,aaron83574977,1533575,Aaron,aaron83574977,San Francisco Bay Area CA
310,GB,2054390.0,1.0,george22694164,1533575,George,george22694164,
311,US,2800901.0,1.0,themissionbeltco,1533575,Mission Belt Co,themissionbeltco,Orem Utah
312,,726677.0,1.0,,1533575,Anonymous,,
313,CH,631773.0,1.0,jonasbbg,1533575,Jonas,jonasbbg,region of Basel
314,,726677.0,1.0,hal8355,1533578,Hal,hal8355,
315,,726677.0,1.0,anonymoussupporter4391,1533576,Anonymous Supporter,anonymoussupporter4391,
316,,726677.0,1.0,,1533576,Anonymous,,
317,AU,1934927.0,1.0,howard8919,1533576,Howard,howard8919,Ringwood East Victoria
318,US,826725.0,1.0,sylvia1521,1533564,Sylvia,sylvia1521,Fountain Valley California
319,US,2800901.0,1.0,themissionbeltco,1533564,Mission Belt Co,themissionbeltco,Orem Utah
