,country_code,image.id,image.template_id,lender_id,loan_id,name,uid,whereabouts
320,US,726677.0,1.0,steve9861,1533564,Steve,steve9861,Louisville Kentucky
321,,726677.0,1.0,tom6112,1533568,Tom,tom6112,
322,US,76689.0,1.0,impact5673,1533568,IMPACT Incorporated !,impact5673,
323,AU,1170874.0,1.0,aliceoliver,1533568,Alice,aliceoliver,Kalgoorlie WA
324,NL,326956.0,1.0,tom8330,1533568,Tom,tom8330,Zeist Utrecht
325,,726677.0,1.0,devon7333,1533568,Devon,devon7333,
326,US,419269.0,1.0,chriswang,1533568,Chris,chriswang,Berkeley Heights NJ
327,US,1509646.0,1.0,nms,1533568,NMS,nms,Minneapolis MN
328,US,1413095.0,1.0,clifford4683,1533568,Clifford,clifford4683,Atlanta GA
329,US,634824.0,1.0,aaron83574977,1533568,Aaron,aaron83574977,San Francisco Bay Area CA
330,US,531790.0,1.0,barry1011,1533568,Maureen & Barry,barry1011,Bath Maine
331,GB,1426413.0,1.0,nicholasluder,1533568,Nicholas,nicholasluder,London
332,,726677.0,1.0,,1533568,Anonymous,,
333,,726677.0,1.0,,1533568,Anonymous,,
334,US,2800901.0,1.0,themissionbeltco,1533569,Mission Belt Co,themissionbeltco,Orem Utah
335,,726677.0,1.0,alaqsa,1533569,Al AQSA,alaqsa,
336,,726677.0,1.0,alaqsa,1533561,Al AQSA,alaqsa,
337,US,2800901.0,1.0,themissionbeltco,1533561,Mission Belt Co,themissionbeltco,Orem Utah
338,,726677.0,1.0,mary5872,1533561,Mary,mary5872,
339,US,2800901.0,1.0,themissionbeltco,1533547,Mission Belt Co,themissionbeltco,Orem Utah
340,,726677.0,1.0,timo3183,1533547,Timo,timo3183,
341,US,918055.0,1.0,wellshire3457,1533527,Wellshire,wellshire3457,Denver Colorado
342,US,2800901.0,1.0,themissionbeltco,1533527,Mission Belt Co,themissionbeltco,Orem Utah
343,US,726677.0,1.0,steve9861,1533527,Steve,steve9861,Louisville Kentucky
344,,726677.0,1.0,timo3183,1533528,Timo,timo3183,
345,CH,182498.0,1.0,tom5360,1533528,Leeners Family,tom5360,Uster
346,US,2799164.0,1.0,lendiogives,1533528,Lendio Gives,lendiogives,SOUTH JORDAN UT
347,,2679549.0,1.0,laura15262916,1533528,Laura,laura15262916,
348,IE,1728924.0,1.0,catherinechristof3623,1533528,Catherine & Christof - MBC Rentals,catherinechristof3623,
349,US,76689.0,1.0,impact5673,1533528,IMPACT Incorporated !,impact5673,
350,NL,326956.0,1.0,tom8330,1533528,Tom,tom8330,Zeist Utrecht
351,US,1509646.0,1.0,nms,1533528,NMS,nms,Minneapolis MN
352,,726677.0,1.0,anonymoussupporter4391,1533528,Anonymous Supporter,anonymoussupporter4391,
353,,726677.0,1.0,alexander3666,1533528,Alexander,alexander3666,
354,,726677.0,1.0,ursula9685,1533484,Ursula,ursula9685,
355,DE,726677.0,1.0,ingo2254,1533484,Ingo,ingo2254,
356,DE,1654311.0,1.0,thomas3059,1533484,Thomas,thomas3059,
357,,726677.0,1.0,,1533484,Anonymous,,
358,,2679549.0,1.0,laura15262916,1533484,Laura,laura15262916,
359,DE,1654303.0,1.0,lisa29291408,1533484,Lisa,lisa29291408,Bavaria
360,US,537735.0,1.0,jeremyporter,1533484,Jeremy,jeremyporter,Chicago IL
361,,726677.0,1.0,tom6112,1533484,Tom,tom6112,
362,US,76689.0,1.0,impact5673,1533484,IMPACT Incorporated !,impact5673,
363,US,836605.0,1.0,rich6705,1533484,Rich,rich6705,Sandy Hook CT
364,US,634824.0,1.0,aaron83574977,1533484,Aaron,aaron83574977,San Francisco Bay Area CA
365,NL,326956.0,1.0,tom8330,1533484,Tom,tom8330,Zeist Utrecht
366,US,1509646.0,1.0,nms,1533484,NMS,nms,Minneapolis MN
367,US,419269.0,1.0,chriswang,1533484,Chris,chriswang,Berkeley Heights NJ
368,GB,1426413.0,1.0,nicholasluder,1533484,Nicholas,nicholasluder,London
369,,726677.0,1.0,,1533484,Anonymous,,
370,US,1503189.0,1.0,kwei7301,1533484,Kwei,kwei7301,Pasadena CA
371,,726677.0,1.0,,1533484,Anonymous,,
372,US,726677.0,1.0,bill6047,1533484,Bill,bill6047,Chesapeake VA
373,,726677.0,1.0,andrew1301,1533518,Andrew,andrew1301,
374,,726677.0,1.0,mary5872,1533518,Mary,mary5872,
375,US,2800901.0,1.0,themissionbeltco,1533518,Mission Belt Co,themissionbeltco,Orem Utah
376,,1438731.0,1.0,jodi3517,1533518,Jodi,jodi3517,
377,,726677.0,1.0,,1533508,Anonymous,,
378,US,946406.0,1.0,P2PScottBanister,1533508,Poverty2Prosperity.org Scott Banister,p2pscottbanister,San Francisco CA
379,US,1509646.0,1.0,nms,1533508,NMS,nms,Minneapolis MN
380,,726677.0,1.0,anonymoussupporter4391,1533508,Anonymous Supporter,anonymoussupporter4391,
381,US,954570.0,1.0,toni3998,1533508,Toni,toni3998,Tucson AZ
382,US,826725.0,1.0,sylvia1521,1533500,Sylvia,sylvia1521,Fountain Valley California
383,US,2800901.0,1.0,themissionbeltco,1533500,Mission Belt Co,themissionbeltco,Orem Utah
384,US,726677.0,1.0,steve9861,1533500,Steve,steve9861,Louisville Kentucky
385,,726677.0,1.0,pearl9599,1533498,Pearl,pearl9599,
386,,2419673.0,1.0,william75888156,1533498,William,william75888156,
387,US,1509646.0,1.0,nms,1533498,NMS,nms,Minneapolis MN
388,,726677.0,1.0,anonymoussupporter4391,1533498,Anonymous Supporter,anonymoussupporter4391,
389,US,2115254.0,1.0,wick,1533498,Pam,wick,Avon Park FL
390,US,726677.0,1.0,james8747,1533469,james,james8747,fenton MO
391,CZ,531337.0,1.0,mhumpolec,1533469,Martin,mhumpolec,Praha 4 NA
392,,726677.0,1.0,marion6642,1533469,Marion,marion6642,
393,,726677.0,1.0,sheree8192,1533469,Sheree,sheree8192,
394,,726677.0,1.0,,1533469,Anonymous,,
395,US,726677.0,1.0,curtis6458,1533469,Curtis,curtis6458,Carrollton TX
396,CH,182498.0,1.0,tom5360,1533469,Leeners Family,tom5360,Uster
397,FI,726677.0,1.0,hattaraa24601,1533469,S,hattaraa24601,
398,GB,2225091.0,1.0,mobilez,1533469,★ mobilez ★,mobilez,
399,US,726677.0,1.0,david17683861,1533469,David,david17683861,Anaheim Hills CA
400,,726677.0,1.0,yancy1524,1533469,YANCY,yancy1524,
401,CH,726677.0,1.0,sibylle7253,1533469,Sibylle,sibylle7253,Zürich
402,,726677.0,1.0,,1533469,Anonymous,,
403,,726677.0,1.0,,1533469,Anonymous,,
404,US,452660.0,1.0,timothy3787,1533469,Tim,timothy3787,Chelmsford MA
405,SE,21390.0,1.0,magdalena2314,1533469,Magdalena,magdalena2314,Stockholm
406,US,28442.0,1.0,teddy5962,1533469,Teddy,teddy5962,Rockville MD
407,NL,656907.0,1.0,cees3295,1533469,Cees,cees3295,Deventer
408,US,726677.0,1.0,martin1578,1533469,Martin,martin1578,Syosset NY
409,CA,1845553.0,1.0,garry1445,1533469,Garry,garry1445,Abbotsford British Columbia
410,US,548478.0,1.0,sam9812,1533469,Sam,sam9812,Keezletown VA
411,,1740627.0,1.0,alan2231,1533469,Alan,alan2231,
412,,726677.0,1.0,andrew1301,1533469,Andrew,andrew1301,
413,CA,84336.0,1.0,Snak,1533469,Snak,snak,Markham Ontario
414,,1916708.0,1.0,jeff8252,1533469,Jeff,jeff8252,
415,US,1485904.0,1.0,daniel2671,1533469,Daniel,daniel2671,Charlotte NC
416,,726677.0,1.0,mary5872,1533469,Mary,mary5872,
417,US,726677.0,1.0,bill6047,1533469,Bill,bill6047,Chesapeake VA
418,US,2800901.0,1.0,themissionbeltco,1533469,Mission Belt Co,themissionbeltco,Orem Utah
419,,726677.0,1.0,neven5819,1533469,Neven,neven5819,
420,US,2800901.0,1.0,themissionbeltco,1533480,Mission Belt Co,themissionbeltco,Orem Utah
421,US,726677.0,1.0,martin1578,1533480,Martin,martin1578,Syosset NY
422,US,2736282.0,1.0,jason19484793,1533479,Jason,jason19484793,
423,FR,2406607.0,1.0,nele4274,1533479,Nele,nele4274,
424,NL,326956.0,1.0,tom8330,1533479,Tom,tom8330,Zeist Utrecht
425,US,1509646.0,1.0,nms,1533479,NMS,nms,Minneapolis MN
426,,726677.0,1.0,anonymoussupporter4391,1533479,Anonymous Supporter,anonymoussupporter4391,
427,,726677.0,1.0,alexander3666,1533479,Alexander,alexander3666,
428,PL,224829.0,1.0,barbara7297,1533471,Barbara,barbara7297,Warszawa
429,,726677.0,1.0,,1533471,Anonymous,,
430,US,1509646.0,1.0,nms,1533471,NMS,nms,Minneapolis MN
431,,726677.0,1.0,anonymoussupporter4391,1533471,Anonymous Supporter,anonymoussupporter4391,
432,NL,1206175.0,1.0,eddyphil,1533471,Eddy,eddyphil,Rotterdam
433,EE,336038.0,1.0,anti3401,1533463,Anti Veeranna,anti3401,Tallinn
434,,1438731.0,1.0,jodi3517,1533467,Jodi,jodi3517,
435,US,2800901.0,1.0,themissionbeltco,1533467,Mission Belt Co,themissionbeltco,Orem Utah
436,,726677.0,1.0,,1533467,Anonymous,,
437,US,1001425.0,1.0,bob4739,1535777,Bob,bob4739,Dallas
438,,726677.0,1.0,andrewhoffman,1535774,,andrewhoffman,
439,CA,248350.0,1.0,felixandjulia6570,1535774,Felix and Julia,felixandjulia6570,
440,,726677.0,1.0,neven5819,1535774,Neven,neven5819,
441,,494498.0,1.0,gooddogg1,1535774,Good Dogg,gooddogg1,Front Porch
442,,726677.0,1.0,ben13562941,1535774,Ben,ben13562941,
443,,726677.0,1.0,,1535774,Anonymous,,
444,US,455819.0,1.0,garynancy5886,1535774,The Clippingers,garynancy5886,Columbus OH
445,CA,135581.0,1.0,jake8265,1535774,jake,jake8265,toronto Ontario
446,US,2800901.0,1.0,themissionbeltco,1533477,Mission Belt Co,themissionbeltco,Orem Utah
447,US,1096392.0,1.0,amirali5409,1533477,AMIRALI,amirali5409,DALLAS TEXAS
448,,726677.0,1.0,nathan86995990,1533458,nathan,nathan86995990,
449,NO,543455.0,1.0,trolltech4460,1533458,Trolltech Foundation,trolltech4460,Oslo
450,,726677.0,1.0,,1533458,Anonymous,,
451,,11244.0,1.0,lesley1691,1533457,Lesley,lesley1691,
452,US,1987404.0,1.0,helen6985,1533457,Helen,helen6985,San Antonio TX
453,US,593551.0,1.0,steven4878,1533457,Steven,steven4878,Pontiac IL
454,US,752719.0,1.0,christine7122,1533457,Christine,christine7122,
455,AU,1597916.0,1.0,allen9403,1533457,Allen,allen9403,Kenwick WA
456,NO,686035.0,1.0,larspbjo,1533457,Lars,larspbjo,
457,US,726677.0,1.0,beverly1145,1533457,Beverly,beverly1145,Cincinnati OH
458,,726677.0,1.0,ellen8089,1533455,Ellen,ellen8089,
459,,726677.0,1.0,,1533455,Anonymous,,
460,US,2799164.0,1.0,lendiogives,1533455,Lendio Gives,lendiogives,SOUTH JORDAN UT
461,US,458521.0,1.0,del4231,1533455,Del,del4231,Garland TX
462,,726677.0,1.0,doug8338,1533455,Doug,doug8338,
463,US,726677.0,1.0,tom1045,1533455,Tom,tom1045,Chicago IL
464,US,709599.0,1.0,henry1806,1533455,Henry,henry1806,
465,US,2568376.0,1.0,ryana9900,1533455,Ryan,ryana9900,Columbus OH
466,,1497636.0,1.0,timothy4128,1533455,Timothy,timothy4128,
467,US,1981839.0,1.0,jhannah,1533455,Jay,jhannah,Omaha NE
468,,726677.0,1.0,allen9465,1533455,Allen,allen9465,
469,NL,726677.0,1.0,menno3710,1533455,menno,menno3710,
470,NL,1847654.0,1.0,wverdoold,1533455,Wilco,wverdoold,Woerden UT
471,GB,1467048.0,1.0,karl7097,1533455,Karl,karl7097,Hemel Hempstead
472,US,2463866.0,1.0,john36119312,1533455,John,john36119312,
473,SE,1395022.0,1.0,stefan7047,1533455,Stefan,stefan7047,Lund
474,SE,726677.0,1.0,johan8832,1533455,Johan,johan8832,
475,US,726677.0,1.0,rob3081,1533455,Rob,rob3081,New York NY
476,,726677.0,1.0,,1533455,Anonymous,,
477,,726677.0,1.0,,1533455,Anonymous,,
478,,726677.0,1.0,,1533455,Anonymous,,
479,AU,1379648.0,1.0,anne4675,1533455,Anne,anne4675,Melbourne Victoria
480,,726677.0,1.0,,1533455,Anonymous,,
481,US,1509646.0,1.0,nms,1533455,NMS,nms,Minneapolis MN
482,,2018800.0,1.0,marwan6962,1533455,Marwan,marwan6962,
483,,726677.0,1.0,anonymoussupporter4391,1533455,Anonymous Supporter,anonymoussupporter4391,
484,US,889398.0,1.0,michaelw1358,1533455,Michael W,michaelw1358,Los Angeles CA
485,US,2580768.0,1.0,reveleesabeth6944,1533450,Rev. EM,reveleesabeth6944,Oakland CA
486,,726677.0,1.0,alaqsa,1533450,Al AQSA,alaqsa,
487,US,2859378.0,1.0,martinfamily1064,1533450,Mike Martin,martinfamily1064,Rancho Santa Margarita CA
488,,2362425.0,1.0,jessica26304605,1533450,Jessica,jessica26304605,
489,US,2800901.0,1.0,themissionbeltco,1533450,Mission Belt Co,themissionbeltco,Orem Utah
490,,726677.0,1.0,omar2494,1533450,Omar,omar2494,
491,SE,1152742.0,1.0,andrea3239,1533447,Andrea,andrea3239,Stockholm Stockholm
492,CA,1186231.0,1.0,wendell6320,1533447,Wendell,wendell6320,Rothesay New Brunswick
493,US,1142204.0,1.0,jmuMatador,1533447,Ryan S,jmumatador,Fairfax VA
494,,726677.0,1.0,kivasupporter6928,1533447,Kiva Supporter,kivasupporter6928,
495,,726677.0,1.0,walter48667338,1533447,Walter,walter48667338,
496,SE,1429831.0,1.0,oddfellowsweden,1533449,Odd Fellow Sweden,oddfellowsweden,Stockholm
497,,726677.0,1.0,kevin4031,1533449,Kevin,kevin4031,
498,,726677.0,1.0,,1533440,Anonymous,,
499,US,158388.0,1.0,june7708,1533440,June,june7708,Woodside CA
500,DE,151007.0,1.0,jan8763,1533440,Jan,jan8763,Hamburg
501,CH,104137.0,1.0,martin2575,1533443,Martin,martin2575,Zurich
502,,726677.0,1.0,kevin4031,1533443,Kevin,kevin4031,
503,US,2412031.0,1.0,rachel51489031,1533444,Rachel,rachel51489031,
504,NL,1061611.0,1.0,wim1189,1533444,Wim,wim1189,
505,,726677.0,1.0,,1533444,Anonymous,,
506,,726677.0,1.0,,1533444,Anonymous,,
507,TH,1478056.0,1.0,jangoyvaerts,1533444,Jan,jangoyvaerts,Phuket
508,US,786200.0,1.0,linda6656,1533444,Linda,linda6656,Cambridge MA
509,US,2091950.0,1.0,nell8498,1533441,Nell,nell8498,
510,CH,104137.0,1.0,martin2575,1533441,Martin,martin2575,Zurich
511,US,158388.0,1.0,june7708,1533441,June,june7708,Woodside CA
512,AU,726677.0,1.0,timothyneal,1533442,Tim,timothyneal,Cherrybrook New South Wales
513,US,2859350.0,1.0,bryna2035,1533442,Bryna,bryna2035,VA
514,,726677.0,1.0,,1533442,Anonymous,,
515,,726677.0,1.0,sabrina5682,1533442,Sabrina,sabrina5682,
516,CH,104137.0,1.0,martin2575,1533442,Martin,martin2575,Zurich
517,,726677.0,1.0,,1533442,Anonymous,,
518,,726677.0,1.0,,1533442,Anonymous,,
519,AU,726677.0,1.0,jacob60116369,1533442,Jacob,jacob60116369,Uraidla South Australia
520,SE,1429831.0,1.0,oddfellowsweden,1533442,Odd Fellow Sweden,oddfellowsweden,Stockholm
521,NL,488067.0,1.0,markjansen,1533442,Mark Jansen,markjansen,Arnhem
522,,726677.0,1.0,,1533442,Anonymous,,
523,US,158388.0,1.0,june7708,1533442,June,june7708,Woodside CA
524,,726677.0,1.0,mariam4468,1533426,Mariam,mariam4468,
525,US,1509646.0,1.0,nms,1533426,NMS,nms,Minneapolis MN
526,,726677.0,1.0,anonymoussupporter4391,1533426,Anonymous Supporter,anonymoussupporter4391,
527,CZ,531337.0,1.0,mhumpolec,1533426,Martin,mhumpolec,Praha 4 NA
528,AU,1597916.0,1.0,allen9403,1533411,Allen,allen9403,Kenwick WA
529,,726677.0,1.0,jes2138,1533414,Jes,jes2138,
530,US,1431045.0,1.0,brent7866,1533414,Brent,brent7866,New York NY
531,,726677.0,1.0,kivasupporter6928,1533414,Kiva Supporter,kivasupporter6928,
532,US,303043.0,1.0,eileen2153,1533414,Eileen,eileen2153,American Fork UT
533,US,726677.0,1.0,will8174,1533414,Will,will8174,Houston TX
534,,726677.0,1.0,anonymoussupporter9222,1533414,Anonymous Supporter,anonymoussupporter9222,
535,US,2364490.0,1.0,kbk,1533414,Krishna,kbk,Nashua NH
536,NL,326956.0,1.0,tom8330,1533412,Tom,tom8330,Zeist Utrecht
537,US,1509646.0,1.0,nms,1533412,NMS,nms,Minneapolis MN
538,US,19942.0,1.0,ellen4120,1533412,Ellen,ellen4120,Lynn MA
539,,726677.0,1.0,,1533412,Anonymous,,
540,,726677.0,1.0,anonymoussupporter4391,1533412,Anonymous Supporter,anonymoussupporter4391,
541,US,2568376.0,1.0,ryana9900,1533412,Ryan,ryana9900,Columbus OH
542,US,726677.0,1.0,llh,1532159,L&L,llh,New York City NY
543,AU,2026788.0,1.0,peter61334733,1532159,Peter Rodgers,peter61334733,Bonny Hills New South Wales
544,FR,92533.0,1.0,howard4162,1532159,Howard & Jillian,howard4162,Vence
545,,726677.0,1.0,angela8856,1532159,Angela,angela8856,
546,GB,726677.0,1.0,alasdair3685,1532159,Ali,alasdair3685,Glasgow
547,,726677.0,1.0,,1532159,Anonymous,,
548,NL,361689.0,1.0,josy6466,1532159,Josie,josy6466,Raalte
549,US,2800901.0,1.0,themissionbeltco,1533407,Mission Belt Co,themissionbeltco,Orem Utah
550,,726677.0,1.0,,1533407,Anonymous,,
551,,726677.0,1.0,,1531992,Anonymous,,
552,US,1509646.0,1.0,nms,1531992,NMS,nms,Minneapolis MN
553,HK,1235981.0,1.0,antonio6654,1531992,Antonio,antonio6654,Hong Kong
554,,726677.0,1.0,,1531992,Anonymous,,
555,US,2364766.0,1.0,brooks4629,1531992,Brooks,brooks4629,
556,,726677.0,1.0,,1531992,Anonymous,,
557,,726677.0,1.0,sean7206,1531992,sean,sean7206,
558,GB,726677.0,1.0,nancy8742,1531992,Nancy,nancy8742,Market Drayton Shropshire
559,,726677.0,1.0,,1531992,Anonymous,,
560,US,249724.0,1.0,edmund7260,1531992,Edmund,edmund7260,River Forest IL
561,DE,725445.0,1.0,peter3613,1531992,Peter,peter3613,Hamburg
562,,726677.0,1.0,tomanddeirdre7255,1533399,Tom and Deirdre,tomanddeirdre7255,
563,US,2244349.0,1.0,thomas2019,1533399,Thomas,thomas2019,Columbia SC
564,,726677.0,1.0,rocky8583,1533399,Rocky,rocky8583,
565,US,1403176.0,1.0,jason3757,1533399,Jason,jason3757,Happy Valley Oregon
566,US,1509646.0,1.0,nms,1533399,NMS,nms,Minneapolis MN
567,,726677.0,1.0,axel9265,1533399,Axel,axel9265,
568,AU,726677.0,1.0,adonicus,1533399,Adonicus,adonicus,
569,,726677.0,1.0,anonymoussupporter4391,1533399,Anonymous Supporter,anonymoussupporter4391,
570,PT,2759485.0,1.0,pauloaguia,1533399,Paulo,pauloaguia,Maia
571,DK,380121.0,1.0,leif9354,1533400,Leif,leif9354,Solrod Strand
572,DK,2101274.0,1.0,susanne4325,1533400,Susanne,susanne4325,
573,,726677.0,1.0,ardathandreagan9961,1533400,Ardath and Reagan,ardathandreagan9961,
574,US,726677.0,1.0,robert6997,1533400,robert,robert6997,sarasota FL
575,HK,973482.0,1.0,fareastindustry9936,1533400,Far East Industry,fareastindustry9936,Hong Kong
576,,726677.0,1.0,jane17814354,1533400,EY,jane17814354,
577,US,889398.0,1.0,michaelw1358,1533400,Michael W,michaelw1358,Los Angeles CA
578,US,2800901.0,1.0,themissionbeltco,1533403,Mission Belt Co,themissionbeltco,Orem Utah
579,,726677.0,1.0,alaqsa,1533403,Al AQSA,alaqsa,
580,,726677.0,1.0,,1532156,Anonymous,,
581,,726677.0,1.0,henriette3969,1532156,Henriette,henriette3969,
582,US,898377.0,1.0,johnburroughsschoo2788,1532156,John Burroughs School,johnburroughsschoo2788,Saint Louis MO
583,US,726677.0,1.0,richt,1532156,Richard,richt,Seattle Washington
584,US,436526.0,1.0,james3723,1532156,James,james3723,Saint Louis MO
585,CA,2256269.0,1.0,adammcnamara,1532156,Adam,adammcnamara,Toronto ON
586,FR,198299.0,1.0,pascal6695,1532156,pascal,pascal6695,Chalon sur Saône Europe
587,,726677.0,1.0,,1532156,Anonymous,,
588,,726677.0,1.0,,1532156,Anonymous,,
589,,726677.0,1.0,,1532156,Anonymous,,
590,DE,725445.0,1.0,peter3613,1532156,Peter,peter3613,Hamburg
591,,726677.0,1.0,,1533396,Anonymous,,
592,US,2800901.0,1.0,themissionbeltco,1533396,Mission Belt Co,themissionbeltco,Orem Utah
593,NL,726677.0,1.0,robert5130,1533396,Robert,robert5130,
594,GB,1654009.0,1.0,david4678,1533390,David,david4678,Bury Lancashire
595,US,712142.0,1.0,heather4545,1533390,Heather,heather4545,Honolulu HI
596,US,158388.0,1.0,june7708,1533390,June,june7708,Woodside CA
597,DE,362455.0,1.0,oliver9708,1533390,Oliver,oliver9708,Bochum
598,,726677.0,1.0,,1533390,Anonymous,,
599,FR,92533.0,1.0,howard4162,1533390,Howard & Jillian,howard4162,Vence
600,,726677.0,1.0,zac8695,1533380,Zac,zac8695,
601,US,860590.0,1.0,Adjwilley,1533380,Anthony,adjwilley,Pleasant Grove UT
602,,726677.0,1.0,,1533380,Anonymous,,
603,US,1218313.0,1.0,ian39333319,1533380,Ian,ian39333319,Cary North Carolina
604,CH,104137.0,1.0,martin2575,1533382,Martin,martin2575,Zurich
605,SE,1886580.0,1.0,maud7937,1533382,Maud,maud7937,
606,US,726677.0,1.0,amy3645,1533382,Amy,amy3645,New York NY
607,US,1166457.0,1.0,suvir,1533382,Suvir,suvir,Atlanta GA
608,AU,726677.0,1.0,jacob60116369,1533382,Jacob,jacob60116369,Uraidla South Australia
609,US,2025798.0,1.0,vanhara,1533382,John,vanhara,Las Vegas NV
610,AU,304653.0,1.0,angela5113,1533382,Angela,angela5113,Coolum Queensland
611,,726677.0,1.0,,1533382,Anonymous,,
612,US,158388.0,1.0,june7708,1533382,June,june7708,Woodside CA
613,US,2622978.0,1.0,susan2633,1533387,SusanNepaliKeroseneQueue,susan2633,Urbana Illinois
614,AU,1184051.0,1.0,elma1781,1533387,Elma Stonefield,elma1781,Gold Coast QLD
615,CH,104137.0,1.0,martin2575,1533387,Martin,martin2575,Zurich
616,,726677.0,1.0,chris9155,1533387,chris,chris9155,
617,,726677.0,1.0,,1533387,Anonymous,,
618,,726677.0,1.0,,1533387,Anonymous,,
619,US,2025798.0,1.0,vanhara,1533387,John,vanhara,Las Vegas NV
620,US,158388.0,1.0,june7708,1533387,June,june7708,Woodside CA
621,SE,1429831.0,1.0,oddfellowsweden,1533387,Odd Fellow Sweden,oddfellowsweden,Stockholm
622,SE,1319413.0,1.0,jesper9307,1533387,Jesper,jesper9307,Limhamn
623,,1934022.0,1.0,katya6759,1533391,Katya,katya6759,
624,AU,1597916.0,1.0,allen9403,1533391,Allen,allen9403,Kenwick WA
625,US,1509646.0,1.0,nms,1533391,NMS,nms,Minneapolis MN
626,,726677.0,1.0,anonymoussupporter4391,1533391,Anonymous Supporter,anonymoussupporter4391,
627,US,2568376.0,1.0,ryana9900,1533391,Ryan,ryana9900,Columbus OH
628,US,726677.0,1.0,will8174,1533377,Will,will8174,Houston TX
629,CH,631773.0,1.0,jonasbbg,1533377,Jonas,jonasbbg,region of Basel
630,US,487887.0,1.0,martin6956,1533375,Martin,martin6956,Albuquerque NM
631,CH,127008.0,1.0,nicola1093,1533375,Nicolao,nicola1093,Bellinzona
632,US,726677.0,1.0,jbluef,1533375,Jesse,jbluef,Jax Beach FL
633,,1876020.0,1.0,daniel9976,1533375,Daniel,daniel9976,
634,,1514261.0,1.0,alice6766,1533375,Alice,alice6766,Flemington NJ
635,,726677.0,1.0,,1533375,Anonymous,,
636,,1657825.0,1.0,phyllis5433,1533375,Phyllis,phyllis5433,San Francisco CA
637,,726677.0,1.0,mike6480,1533368,Mike,mike6480,
638,,726677.0,1.0,susan8120,1533368,Susan,susan8120,
639,US,2800901.0,1.0,themissionbeltco,1533368,Mission Belt Co,themissionbeltco,Orem Utah
640,,726677.0,1.0,gary44954255,1533368,Gary,gary44954255,
641,US,1218313.0,1.0,ian39333319,1533368,Ian,ian39333319,Cary North Carolina
642,US,726677.0,1.0,will8174,1533368,Will,will8174,Houston TX
643,US,726677.0,1.0,alex45341593,1533368,Alex,alex45341593,
644,US,158388.0,1.0,june7708,1533366,June,june7708,Woodside CA
645,AU,2649732.0,1.0,geoff9014,1533366,Geoff,geoff9014,Melbourne Victoria
646,,726677.0,1.0,,1533366,Anonymous,,
647,JP,1270725.0,1.0,shibazo,1533366,Shibazo,shibazo,Chiba
